name,description,id,release_date,duration_ms
Linguagem R - Data Hackers Podcast 35,"No episódio de hoje do seu podcast de ciência de dados favorito, nós iremos falar sobre a linguagem R e como ela tem sido utilizada em Data Science, Machine Learning e Análise de Dados. E para nos dar uma verdadeira aula sobre tudo que a ferramenta tem para nos oferecer, convidamos Gabriela de Queiroz — Machine Learning Manager na IBM e fundadora do R-Ladies — e Athos Damiani — Cientista de Dados e cofundador do Curso R. Vem com a gente que esse podcast está incrível! Acesse nosso post do Medium para ter acesso a links e referências:  https://medium.com/data-hackers/linguagem-r-com-gabriela-de-queiroz-e-athos-damiani-data-hackers-podcast-35-a21b053e2636",79yBaDbkmRBRSS1ESRBFWO,2021-01-29,4615001
Dados e Bolsa de Valores - Data Hackers Podcast 34,"Fala, Data Hacker! Que tal aprender um pouco sobre Bolsa de Valores e aproveitar pra conhecer algumas dicas sobre como começar suas próprias análises (com dicas de bibliotecas em Python)? É isso que nós iremos falar no episódio do nosso podcast hoje, onde convidamos a galera da XP Inc. e Clear Investimentos pra nos dar uma verdadeira aula sobre o mercado de renda variável. Acesse nosso post no Medium para ter acesso aos links e vagas: https://medium.com/data-hackers/dados-e-bolsa-de-valores-data-hackers-podcast-34-fdf8cdeafb7e",52YTW05YC9EVCgcLSi5Zlt,2020-12-20,3553280
BI e Digital Analytics - Data Hackers Podcast 33,"Seja bem-vindo a mais um episódio no podcast do Data Hackers! Dessa vez nós falamos sobre o passado, presente e futuro do BI, e como a XP Inc. vem usando essa tecnologia no seu dia a dia para tomada de decisão. Você irá conhecer como eles tem estruturado seus times para responder perguntas de negócio de forma mais rápida e eficiente. ",1T6X1ohOvFt4ClF5ucjQ8o,2020-11-27,3498816
UFB: Ultimate Fighter Buzzword - Especial de 2 Anos,"Para comemorar os 2 anos de podcast do Data Hackers, além dos mais de 300 mil downloads de nossos episódios, estamos muito felizes em trazer esse especial para vocês para comemorarmos todo esse tempo que vocês tem nos acompanhado. Marlesson Santana, Pietro Oliveira e Mario Filho participam dessa conversa com a gente para decidirmos quais são as buzzwords mais irritantes no mundo de dados, tecnologia e negócio. Apenas um disclaimer, galera: esse episódio tem como objetivo unica e exclusivamente o entretenimento. Além das brincadeiras que fizemos não refletirem nossa opinião, não levem a sério nenhuma das piadas que fazemos. Nos divertimos muito gravando esse episódio, e esperamos que vocês curtam também! ❤",4RQCTzxb5JUbYdYWKCNBEu,2020-10-16,4198008
"Dados, Design e UX Research - Data Hackers Podcast 31","Dados nos permitem fazer um trabalho muito importante quando precisamos responder perguntas do tipo “O que”, mas, quando precisamos responder as do tipo “Por que” temos um grande aliado para isso: o UX Research. Essa área é responsável por pensar em formas de pesquisa para entender o comportamento e experiência do usuário no seu produto, plataforma, ou serviço. O mais interessante, é que as vezes as duas visões podem ser bem discrepantes, mas isso não é necessariamente ruim, com você verá nesse episódio. Para nos contar como está sendo unir Design, UX Research e Data Science no dia a dia, convidamos a galera da XP Inc. para esse papo. Com a gente está o Julian Jordan — Head of Design Research & Quantified Design— e o Fausto Costa — Data Scientist. Acesse nosso post no Medium para ter acesso as dicas que falamos:  https://medium.com/data-hackers/dados-design-e-ux-research-data-hackers-podcast-31-27c58f3eb911",1SSk4Gp5T5wUVOVZ4KcLj3,2020-10-02,3706828
Computer Vision (feat. Programação Dinâmica) - Data Hackers Podcast 30,"Computer Vision  — Visão Computacional, em tradução livre —  é uma das áreas de processamento de imagem e AI que mais chamam a atenção de iniciantes na área, e até mesmo leigos, afinal, quem nunca se impressionou com um deep fake que pipocou na sua timeline? A verdade é que a área de CV é muito ampla, e nós discutimos nesse episódios seu funcionamento, e os impactos sociais que algoritmos enviesados podem ter. Para nos ajudar nesse papo, convidamos Kizzy Terra e Hallison Paz, do canal Programação Dinâmica no Youtube pra contar como é o dia a dia deles com esse tipo de tecnologia, e como podemos começar a utilizá-las em nossos projetos. Acesse nosso post no Medium para ver todas as referências: https://medium.com/data-hackers/computer-vision-feat-programa%C3%A7%C3%A3o-din%C3%A2mica-data-hackers-podcast-30-9844ab652975",25MsOzMyByDVUbVfbjDaE4,2020-09-20,4725525
O que é Data Lake - Data Hackers Podcast 29,"Não tem como falarmos de Big Data sem falarmos dos famigerados Data Lakes: repositórios de dados que tem como objetivo centralizar diferentes fontes em um lugar, e quem tem sido vital para sustentar o crescimento de muitas empresas. Mas, você sabe como projetos de Data Lakes surgem e por que alguns falham? Isso e muito mais nós iremos discutir nesse episódio de hoje. E, para nos dizer como está sendo criar Data Lakes em empresas no exterior, convidamos dois Data Hackers para contar suas experiências. Nesse papo está André Sionek, que é Data Engineer na Gousto, na Inglaterra; e Maikel Penz, Senior Data Engineer na Spidertracks, na Nova Zelândia. Acesse nosso post no Medium para ter acesso as referências do episódio: https://medium.com/data-hackers/data-lakes-data-hackers-podcast-29-c2e8484e16ec",5zDjsABo54KLo3eMubocUs,2020-09-04,4035161
Criando uma cultura data-driven na XP Inc. - Data Hackers Podcast 28,"Quão difícil é alterar a cultura de uma empresa que nasceu e viveu grande parte de sua vida nos métodos tradicionais de tomada de decisão? Some isso ao fato de ser uma das maiores empresas do mercado financeiro, e você terá um dos maiores desafios que profissionais de dados podem ter: criar uma cultura orientada a dados. E é sobre isso que vamos conversar no episódio de hoje! Acesse nosso post no Medium para ter acesso aos conteúdos que falamos no episódio: https://medium.com/data-hackers/criando-uma-cultura-data-driven-na-xp-inc-data-hackers-podcast-28-6b9d680d7ff8",4sh9Y9JoreIepNQl1HB1IT,2020-08-21,3102601
"O que é Natural Language Processing, o tal do NLP - Data Hackers Podcast 27","Um dos campos que mais estão crescendo e sendo aplicados em AI e Data Science é o NLP, o Processamento de Linguagem Natural. Mas você sabe o que é o Natural Language Processing e como começar a aplicar nos seus projetos? Nesse episódio de hoje vamos entrar de cabeça nesse assunto altamente importante para quem precisa lidar com dados de texto e voz. E, para esse episódio, convidamos Flávio Clésio — Machine Learning Engineer na MyHammer — , e Ahirton Lopes — PhD Student no Mackensie e Data Scientist na Magna Sistemas — para que eles possam nos contar como tem sido a experiência deles aplicando NLP na indústria e academia. Acesse nosso post no Medium para ter acesso as informações que falamos no episódio: https://medium.com/data-hackers/o-que-%C3%A9-natural-language-processing-o-tal-do-nlp-data-hackers-podcast-27-9819c1bed5bd",1ZrEKtFW1539AKMlmJAUre,2020-08-07,5538168
Como é trabalhar com dados na XP Inc. - Data Hackers Podcast 26,"Já se perguntou como é o trabalho de data scientists e data engineers na XP Inc. — grupo que concentra empresas como XP Investimentos, Rico, InfoMoney, dentre outras — , uma das maiores empresas no mercado financeiro? No podcast de hoje você irá conhecer os desafios que eles enfrentam, que tipo de profissionais procuram, e até como você pode fazer parte do time deles! Acesse nosso post para ter acesso a mais conteúdos sobre o episódio: https://medium.com/data-hackers/como-%C3%A9-trabalhar-com-dados-na-xp-inc-data-hackers-podcast-26-8a82e10227ca",3TALTMRbortPMhzLyuuJtg,2020-07-24,3434867
"Deep Learning: o que é, como funciona e como começar  - Data Hackers Podcast 25","Cada vez mais estamos em contato com tecnologias de Deep Learning — Aprendizado Profundo — , seja usando filtros de Instagram, usando FaceApp, assistindo vídeos de Deep Fake, ou criando seu primeiro modelo de redes neurais. O episódio de hoje do podcast do Data Hackers irá justamente falar dessa tecnologia que está cada vez mais presente no nosso dia a dia. Nesse episódio de hoje, convidamos os Data Hackers Marlesson Santana — nosso Community Manager e Data Scientist na CQuantt — e Diogo Cortiz — Professor na PUC-SP e Researcher na NIC.br — para bater um papo sobre o que é Deep Learning, quais avanços tivemos nos últimos anos e como você pode aprendar mais sobre essa área para sua carreira. Acesse o post do Medium para ter acesso às fontes que falamos no episódio:  https://medium.com/data-hackers/deep-learning-o-que-%C3%A9-como-funciona-e-como-come%C3%A7ar-data-hackers-podcast-25-47d9ca443f4",1gWZugoCgqkQphakxXY94h,2020-06-27,5575445
O dia a dia de um Machine Learning Engineer - Data Hackers Podcast 24,"O seu podcast de Ciência de Dados favorito está de volta com um episódio sobre Engenheiros de Machine Learning! Entenda como é o dia a dia desses profissionais responsáveis por não deixar aquela sua rede neural quebrar quando receber mil requests por minuto. Nesse episódio de hoje, convidamos os Data Hackers Flávio Clésio — Machine Learning Engineer na MyHammer, na Alemanha — e Diogo Munaro — Machine Learning Engineer na OLX — para nos contar causos do cotidiano deles, além de dar dicas sobre como você pode começar na área. Acesse nosso post do Medium para ter acesso as coisas que falamos durante o episódio: https://medium.com/data-hackers/o-dia-a-dia-de-um-machine-learning-engineer-data-hackers-podcast-24-cd0a0f7f2e51",7f33NocwHanRHYKDUutlcd,2020-05-22,4710400
As Mentiras que te contam sobre Data Science  -  Data Hackers Podcast 23,"Fala, Data Hackers! Sejam muito bem-vindos a mais um podcast! No Dia da Mentira, nada mais justo do que contar as maiores mentiras que te falam sobre Data Science. Salários de R$ 34 mil? Precisa de faculdade para trabalhar com Ciência de Dados? E o Inglês, hein? Nesse episódio de hoje, convidamos os nossos amigos que não nos deixam mentir sozinhos: os Community Managers Marlesson Santana, Pietro Oliveira e Mario Filho, para desmistificar a área de dados e dar uma visão bem mais realista sobre como é o nosso dia a dia. Acesse nosso post do Medium para ter acesso aos links do episódio: https://medium.com/data-hackers/as-mentiras-que-te-contam-sobre-data-science-data-hackers-podcast-23-900b11036bf6",2L00DSVPld01UoBxLakUPq,2020-04-01,5307272
Health data e o Coronavírus - Data Hackers Podcast 22,"Você sabe o que é Health Data? O que será que faz um profissional de dados no ramo da saúde? Como o trabalho dessa galera é impactado por pandemias como o Coronavírus? É um pouco do que você vai conhecer nesse episódio. Para bater um papo com a gente, convidamos os Data Hackers Marcel Ribeiro-Dantas — Pesquisador no Institut Curie e doutorando na Sorbonne Université, na França — , e Pedro Gemal — Médico e CTO da PebMed — para que nos contem como é o dia a dia de pessoas que estão trabalhando com dados na saúde. Acesse nosso post no Medium para ter acesso aos links do episódio:  https://medium.com/data-hackers/health-data-e-o-coronav%C3%ADrus-data-hackers-podcast-22-2b059d460cb1",7i5yyDrW0dywCbl9KUtGcx,2020-03-20,3981166
O desafio de criar comunidades de tecnologia - Data Hackers Podcast 21,"No episódio de hoje, convidamos o ilustre Paulo Silveira, CEO e co-fundador do Grupo Caelum e Alura para falar como foi criar uma das maiores e mais antigas comunidades de tecnologia do Brasil: o GUJ. Além disso, relembramos como foi a criação do Data Hackers e como você pode se engajar e criar comunidades. Acesse o post para ter acesso aos conteúdos que falamos durante o episódio: https://medium.com/data-hackers/o-desafio-de-criar-comunidades-de-tecnologia-data-hackers-podcast-21-d8fae5bde5e6",6EHVRQOCQvTdCYY6dKUaZY,2020-03-13,3261309
Estatísticas para Data Science - Data Hackers Podcast 20,"Fala, Data Hackers! Seja bem-vindo a mais um episódio do podcast de Ciência de Dados da maior comunidade de Data Science do Brasil-sil-sil! No episódio de hoje falaremos de uma das melhores amigas da área de dados: a Estatística! No episódio de hoje, convidamos os Estatísticos Luciana Lima — Head de Analytics na A3Data — e André Calaça — Co-fundador da Oper — para falar sobre como eles trabalham com Data Science, como Cientistas de Dados podem aprender Estatísticas, como Estatísticos podem se tornar Cientistas de Dados, e se Python é melhor que R mesmo.",5YcKBsxpc4El96J07OPRIw,2020-02-14,3670962
Tendências para Data Science em 2020 - Data Hackers Podcast 19,"O que será que 2020 promete para a área de Data Science? O que será que vai nascer? o que vai morrer? Confira hoje no Globo Repor… quer dizer, no podcast do Data Hackers. Para esse episódio, trouxemos os Community Managers do Data Hackers para discurtirmos os impactos que as últimas novidades podem causar em Data Science. Com a gente no episódio de hoje estão Marlesson Santana e Mario Filho, trazendo de forma descontraída as suas opiniões. Acesse nosso blog post para ter acesso ao que falamos durante o episódio:  https://medium.com/data-hackers/tend%C3%AAncias-em-data-science-para-2020-data-hackers-podcast-19-618af9776ff7",4z4by5c59M8484ZpvGktmk,2020-01-31,3995220
Como Data Science irá morrer? - Data Hackers Podcast 18,"Como Data Science irá acabar nos próximos anos? A área vai morrer de vez ou vai se adaptar? O que podemos fazer para salvá-la e continuar trazendo valor para o mundo? É isso que você vai saber no papo de hoje do podcast do Data Hackers. Para esse episódio, trouxemos todos os Community Managers do Data Hackers para imaginarmos o que pode acabar com Data Science nos próximos anos. Com a gente no episódio de hoje estão Marlesson Santana, Mario Filho, e Pietro Oliveira, trazendo de forma descontraída as suas opiniões. Acesse nosso post para ter acesso as referências que falamos: https://medium.com/data-hackers/como-data-science-ir%C3%A1-morrer-data-hackers-podcast-18-112e545e73d9",6qbdxXZyqJke4yoW4FQ1JG,2019-12-06,3894439
Processos Seletivos em Data Science - Data Hackers Podcast 17,"Episódio novo do seu podcast de Ciência de Dados no ar! Dessa vez nós iremos falar sobre um dos mais importantes passos na jornada de conseguir um emprego em Data Science: o processo seletivo. Que tipo de perguntas são feitas em um processo seletivo? Como é o teste técnico? Como negociar salário? Isso e muito mais nós iremos conversar nesse episódio completíssimo. E, para nos ajudar nesse papo, nós convidamos Juliana Forlin — Data Lead Teacher at Ironhack — para nos contar sobre sua experiência em processos e entrevistas para Data Science. Acesse nosso post do Medium para ter acesso aos links do episódio: https://medium.com/data-hackers/processos-seletivos-em-data-science-data-hackers-podcast-17-95d7968bbd2",11ula3JH35Yztvvu2SDeWW,2019-11-10,4663406
DataOps: será esse o seu próximo emprego em Data Science? - Data Hackers Podcast 16,"DataOps? O que é isso? É tipo DevOps para dados? Nesse episódio você irá conhecer essa fascinante área de dados que visa acelerar e deixar mais produtivo o processo de criação de projetos de Analytics e Machine Learning. Para esse papo,  nós convidamos Gustavo Vargas — Arquiteto de Machine Learning na Everis — para nos contar sobre sua experiência, além dos desafios e benefícios da área para o negócio. Promoção Alura + Data Hackers: alura.com.br/promocao/datahackers O que falamos no episódio: medium.com/data-hackers/dataops-a6d008549aa6",1ecO3GjuAPCG2zsQFj6BPq,2019-10-13,3571096
Engenharia de Dados no Grupo Zap - Data Hackers Podcast 15,"O que um engenheiro de dados faz em uma empresa do mercado imobiliário? Como você faz para fundir duas gigantes do mercado sem que a empresa quebre no processo? Como eles conseguiram usar uma stack totalmente open-source? É isso que você vai descobrir nesse episódio irado, onde convidamos Talita Barcelos — Gerente de Data & Analytics — ; André Ronquetti — Senior Engineering Manager — e Rafael Paixão — Data Engineer — para bater um papo sobre como é o trabalho do time de Data Engineering no Grupo Zap. Acesse nosso post no Medium para ver os links e notícias do episódio: https://medium.com/data-hackers/engenharia-de-dados-no-grupo-zap-data-hackers-podcast-15-8df2f974844b",7sYkjscB5cMRNItzHuvdiS,2019-09-20,3061995
Data Science no Exterior - Data Hackers Podcast 14,"Como é o dia a dia de um Cientista de Dados em um dos maiores e-commerces do mundo? Como é estudar Data Science na Europa? Como que você pode fazer para conquistar a tão sonhada vaga — e de quebra ainda receber em Dólares/Euros? Isso e muito mais você irá saber no episódio de hoje, onde convidamos duas ilustres convidadas para nos contar sobre como é o cotidiano delas: Dania Meira — Cientista de Dados na MyToys Group — ; e Bruna Wundervald — Doutoranda em Estatística pela Maynooth University. Acesse nosso post no Medium para ver os links e notícias do episódio: https://medium.com/data-hackers/data-science-no-exterior-data-hackers-podcast-14-c2e06b77c87d",5mIO2QNjHOmCgpkCKQFEfR,2019-08-30,3827487
As maiores tretas e polêmicas no mundo de Dados - Data Hackers Podcast 13,"O que foi o caso da Cambridge Analytica? O que são AI Fakes? E por que o Bolsonaro está cantando “Pintinho piu”? Isso e muito mais você irá conferir no episódio de hoje, onde Paulo Vasconcellos, Gabriel Lages e uma testemunha anônima contam causos onde a utilização de dados e Inteligência Artificial não foi uma das melhores escolhas. Acesse nosso post para ter acesso aos links e notícias do episódio: https://medium.com/data-hackers/as-maiores-tretas-e-pol%C3%AAmicas-no-mundo-de-dados-data-hackers-podcast-13-3a9214dcf98a",4FaVQWQzFhM8EjXJQ7fVga,2019-08-02,3565087
Aprendizado e o futuro da educação - Data Hackers Podcast 12,"Quer saber um pouco sobre como fazemos para aprender técnicas e habilidades novas? Que tal algumas dicas de aplicativos e produtividade e, de quebra, entender como Data Science irá influenciar no futuro da educação no Brasil e no mundo? É isso e muito mais que iremos discutir hoje! Nesse episódio, nós tivemos a participação ilustre do Data Hacker Guilherme Silveira — Co-fundador e Head de Educação na Caelum e Alura — para bater um papo sobre como sua forma de aprendizado deu origem a uma das maiores plataformas de ensino no Brasil, e como será o futuro da educação com a ajuda de Data Science. Link para post do Medium com o que falamos no episódio: https://medium.com/data-hackers/aprendizado-e-o-futuro-da-educa%C3%A7%C3%A3o-data-hackers-podcast-12-e29cfeb450f4",2fH4Sy0uBLJ2HGEzN2iLnx,2019-07-15,3931089
Carreira em Data Science — Data Hackers Podcast 11,"Vocês pediram e o seu podcast de data science favorito atendeu: essa semana nós iremos falar sobre carreiras em ciência de dados! Venha entender como você pode começar no campo de data science e machine learning, como desenvolver novos aprendizados e até como garantir aquele primeiro emprego na área. Nesse episódio, nós convidamos os Data Hackers Claudiane Rodrigues — Data Scientist na MaxMilhas— e Gilberto Titericz — Kaggle Grandmaster e Lead Data Scientist na Ople.ai— para bater um papo sobre como eles começaram na carreira, como fazem para aprender algo novo e quais dicas dão para quem está iniciando na área. Acesse nosso post do Medium para acessar as referências do episódio: https://medium.com/data-hackers/carreira-em-data-science-data-hackers-podcast-11-6940dff3d91d ",4jWMPQYaIoqvdDe6x4FIPO,2019-06-09,4138789
Kaggle: como vencer competições de Machine Learning — Data Hackers Podcast 10,"Você é daqueles que gosta competições de aprendizado de máquina e adoraria ter seu nome no ranking do Kaggle? No papo de hoje, conversamos com dois dos maiores participantes do Kaggle para nos contar sobre a carreira e como participar de competições de Machine Learning. E, assim como um bom filme da Marvel, temos cena pós-credito! Ouça o episódio até o final para conferir. Nesse episódio, nós convidamos os Data Hackers Mario Filho — Lead Data Scientist na Upwork — e Humberto Brandão — Ph.D e cofundador da ImproveAndGo.com — para bater um papo sobre como eles começaram na área, quais ferramentas usam, como formam times, dentre muitas outras coisas. Tá imperdível! Confira nosso post no Medium para ter acesso aos links e referências do episódio: https://medium.com/data-hackers/kaggle-como-vencer-competi%C3%A7%C3%B5es-de-machine-learning-data-hackers-podcast-10-3bcaae20c32a ",1pXT1Tz1COrI87IAZFXlzq,2019-04-28,3693976
Jornalismo de Dados no Estadão - Episódio 09 - Data Hackers Podcast,"Seja bem-vindo ao seu podcast de Data Science favorito! Nessa semana nós vamos conversar sobre como é trabalhar com Jornalismo de Dados em um dos maiores jornais do país: o Estadão. Já se perguntou sobre o que faz um Data Journalist? Quer saber que projetos legais rolam por lá? Confira isso e muito mais no papo de hoje. No episódio de hoje, nós convidamos o Data Hacker Rodrigo Menegat— Jornalista de Dados no Estadão — para bater um papo sobre como é o dia a dia de um Data Journalist, quais desafios ele enfrenta, e como você pode se tornar um! Acesse nosso post do Medium  para ter acesso as coisas que falamos no episódio:   https://bit.ly/2YUuGGG ",3l9vZ7fKGIMi3OXdGHgaI2,2019-04-07,3119099
Nubank e EBANX: como é trabalhar com Data Science em Fintechs - Episódio 08 - Data Hackers Podcast,"Já parou pra pensar como é o dia a dia de um Cientista de Dados no Nubank? E um Engenheiro de Dados no EBANX? É isso que vamos falar no episódio de hoje! Vamos entender que desafios eles enfrentam todos os dias, quais ferramentas utilizam no cotidiano, como os times são estruturados, e muito mais! No episódio de hoje, nós convidamos os Data Hackers Pedro Tabacof — Cientista de Dados na Nubank— e Pietro Oliveira — Engenheiro de Dados no EBANX— para bater um papo sobre como é trabalhar com Ciência de Dados em duas das maiores fintechs do Brasil. Acesse nosso post do Medium  para ter acesso as coisas que falamos no episódio:  https://goo.gl/xHcA9A ",43Vn7Bgz89YF73UM9kAPh6,2019-03-10,2532676
Tendências de Data Science para 2019 - Episódio 07 - Data Hackers Podcast," O que será que vai ser novidade no mercado de Data Science em 2019? O hype sobre Inteligência Artificial vai continuar? Carros autônomos se consolidarão esse ano? Essas e outras perguntas nós iremos discutir no episódio de hoje do seu podcast de Data Science e Data Engineering favorito, que está incrível por sinal! No episódio de hoje, nós convidamos os Data Hackers Danilo Costa — Cientista de Dados na MaxMilhas — e Anderson Amaral — CDO da Dataholics e consultor de Data Science — para bater um papo sobre o que acreditamos que será novidade em 2019 e quais tecnologias irão crescer no mercado brasileiro e mundial.",3Gx6PwVG6Y6pQxtPPHe8J6,2019-02-18,4038165
Mulheres em Data Science - Episódio 06 - Data Hackers Podcast,"Olá, Data Hacker, sejam bem-vindos ao 6º episódio do nosso podcast! Nesta edição resolvemos fazer diferente e passamos o comando do podcast para três mulheres de muito destaque quando o assunto é Data Science! Esse episódio é comandado pelas Data Hackers Luciana Lima — Data Scientist na A3Data — , Pollyanna Gonçalves — Data Scientist na Hotmart —  e Giovanna Damasceno — Data Scientist na MaxMilhas— , para dividirem com a gente a visão feminina sobre a área de Data Science.  No episódio elas debatem sobre o mercado de trabalho, medidas de inclusão, diversidade, carreira, principais barreiras enfrentadas por mulheres, desafios tecnológicos e muito mais! Uma verdadeira fonte de reflexão sobre o quanto o mercado ainda precisa evoluir e um episódio obrigatório para todo mundo que está na área de Data Science!",7CyAWdf728ik9JQxTuderj,2019-01-27,4231079
Como criar um time de Data Science - Episódio 05 - Data Hackers Podcast,"Fala, Data Hackers. Sejam muito bem-vindos a mais um episódio do nosso podcast! Dessa vez nós conversamos sobre como você pode criar e evoluir um time de Data Science dentro da sua empresa.  Nesse episódio você entenderá como convencer seu chefe (e a si mesmo) de que sua empresa precisa de um time de Ciência de Dados; que tipos de profissionais você precisa na fase inicial e quando o time estiver mais maduro; e quais características um líder precisa ter.  No papo de hoje, Paulo Vasconcellos, Allan Sene e Gabriel Lages convidaram Lucas Navarro, Product Manager na OLX e criador do time de Data Science da GetNinjas para entender como atingir esse objetivo.  Acesse nosso post no Medium para acessar os links que falamos no episódio:  https://medium.com/data-hackers/como-criar-um-time-de-data-science-na-sua-empresa-data-hackers-podcast-56def3b18093 ",7Bg1wXMnQbJMeoJ1RjEXvm,2019-01-06,3522900
O que um Engenheiro de Dados faz? - Episódio 04 - Data Hackers Podcast,"Olá, Data Hackers. Sejam muito bem-vindos a mais um episódio do nosso podcast! O episódio dessa semana está incrível, pois batemos um papo sobre como é a rotina de um Engenheiro de Dados ou, como o Allan diz: ""O melhor amigo do Cientista de Dados"". Vamos entender o que é e o que faz um Data Engineer, que desafios ele enfrenta no dia a dia, que ferramentas usa, e como você pode se tornar um.  No papo de hoje, Paulo Vasconcellos, Allan Sene e Gabriel Lages convidaram Matheus Espanhol, Engenheiro de Dados na Wavy -  empresa do Grupo Moville -  e Thiago Chiarato, Engenheiro de Dados na Resultados Digitais.  Participantes:  - Matheus Espanhol - Thiago Chiarato - Paulo Vasconcellos - Allan Sene - Gabriel Lages  Acesse o post do episódio para ter acesso as ferramentas que falamos no episódio: https://medium.com/data-hackers/o-que-um-engenheiro-de-dados-faz-data-hackers-podcast-619b1a0364e3  O Data Hackers é a maior comunidade brasileira aberta de Data Science, Machine Learning e Data Engineering. Você pode fazer parte dela acessando nosso site oficial e assinando nossa newsletter. Aproveite e entre em nosso Slack e interaja com os melhores profissionais e entusiastas da área.",7jV5hVnSDQtRGpO3kPdLxV,2018-12-09,3641940
Data-Driven Products: por dentro da área de produtos orientados a dados - Episódio 03 - Data Hackers,"Sejam muito bem-vindos a mais um episódio do seu podcast de Data Science preferido! Essa semana nós iremos falar sobre uma área que está crescendo cada vez mais no Brasil e no mundo: a área de Data-Driven Products. Você irá entender o que é essa área, que tipos de profissionais atuam nela e por que você deve começar a se especializar nela.  No episódio de hoje, Paulo Vasconcellos, Allan Sene e Gabriel Lages convidaram Dan Mark Printes, CPO da Tapps Games e que foi diretor de produto do Grupo Zap - responsáveis pelos sites do Zap Imóveis e do Viva Real.  Participantes:  - Dan Mark Printes - Paulo Vasconcellos - Allan Sene - Gabriel Lages  Acesse o post do episódio para ter acesso as ferramentas que falamos no episódio:  medium.com/data-hackers/data-driven-products-por-dentro-da-%C3%A1rea-de-produtos-orientados-a-dados-podcast-data-hackers-77dd70cf3e5f  Não faz parte da comunidade do Data Hackers ainda? Cadastre-se em nossa newsletter e em nosso Slack para ficar sempre de olho nas novidades: www.datahackers.com.br",11mVafwx00vWHOLf5kiYLY,2018-11-19,2963328
Como é o dia a dia de um Cientista de Dados - Episódio 02 - Data Hackers,"Olá, Data Hacker! Bem-vindo a mais um episódio do podcast de Data Science e Machine Learning da nossa comunidade!  Nesse episódio, Paulo Vasconcellos, Allan Sene e Gabriel Lages conversam sobre os desafios diários de um Data Scientist, além de dar dicas para aqueles que estão começando. Para nos ajudar nesse papo, chamamos dois Data Hackers para conversar: o Jones Madruga, Cientista de Dados na Stoodi; e o Luis Otávio Martins, Cientista de Dados na Concepta Inc.  Participantes:  - Jones Madruga - Luis Otávio Martins - Paulo Vasconcellos - Allan Sene - Gabriel Lages  Links do episódio: https://medium.com/data-hackers/como-%C3%A9-o-dia-a-dia-de-um-cientista-de-dados-podcast-data-hackers-fa478eb8f009   Não faz parte da comunidade do Data Hackers ainda? Cadastre-se em nossa newsletter e em nosso Slack para ficar sempre de olho nas novidades: www.datahackers.com.br",7kfQHi3sxNH3RhZXZL8i9X,2018-10-14,3589826
Como nós começamos em Data Science - Episódio 01 - Data Hackers,"Bem-vindo ao primeiro episódio do podcast do Data Hackers! Nada melhor do que começarmos essa nova forma de conteúdo do que falarmos como nós do Data Hackers começamos nessa magnífica área.   Entenda como um Cientista de Dados, um Engenheiro de Dados e um Estatístico iniciaram suas carreiras, suas experiências e como se capacitaram para o mercado.  Participantes:  - Paulo Vasconcellos - Allan Sene - Gabriel Lages  Não faz parte da comunidade do Data Hackers ainda? Cadastre-se em nossa newsletter e em nosso Slack para ficar sempre de olho nas novidades: http://www.datahackers.com.br  Quer ter sua pergunta respondida no próximo Data Hackers? Envie ela em qualquer uma de nossas mídias (Linkedin, E-mail, Slack) e vamos responder no próximo episódio! :D",0XWoDmPrZpq8heZ00YrbP1,2018-09-17,3981578
